-1.255499999999999616e+01,-2.971999999999999975e+00
-1.259600000000000364e+01,-3.100899999999998435e+00
-1.261500000000000909e+01,-3.005400000000000293e+00
-1.260599999999999454e+01,-2.973400000000000709e+00
-1.257699999999999818e+01,-3.052299999999999791e+00
-1.262000000000000455e+01,-2.953200000000001157e+00
-1.257200000000000273e+01,-2.995599999999998708e+00
-1.262799999999999656e+01,-2.907599999999999518e+00
-1.262300000000000111e+01,-2.959000000000000519e+00
-1.258599999999998964e+01,-2.982300000000000839e+00
-1.258399999999999253e+01,-2.923599999999999088e+00
-1.266300000000001091e+01,-2.935800000000000409e+00
-1.261900000000000510e+01,-2.916100000000000136e+00
-1.263599999999999035e+01,-2.936199999999999477e+00
-1.264000000000000945e+01,-2.926699999999999413e+00
-1.270999999999999019e+01,-2.958600000000001451e+00
-1.263399999999999146e+01,-2.946500000000000341e+00
-1.264200000000000657e+01,-2.900999999999998913e+00
-1.264000000000000945e+01,-2.943500000000000227e+00
-1.264600000000000435e+01,-2.876300000000000523e+00
-1.267200000000000237e+01,-2.855799999999999450e+00
-1.272699999999999854e+01,-2.896899999999999586e+00
-1.272200000000000308e+01,-2.968500000000000139e+00
-1.268399999999999217e+01,-2.947100000000000275e+00
-1.268900000000001071e+01,-2.926900000000000723e+00
-1.271800000000000708e+01,-2.941100000000000048e+00
-1.270999999999999019e+01,-2.954200000000000159e+00
-1.272400000000000020e+01,-2.879800000000000360e+00
-1.267500000000000071e+01,-2.968500000000000139e+00
-1.266500000000000981e+01,-2.938999999999998725e+00
-1.265499999999999581e+01,-2.931600000000000428e+00
-1.266500000000000981e+01,-2.914500000000001201e+00
-1.267599999999999838e+01,-2.901900000000000368e+00
