2.042500000000000071e+01,-8.546400000000000219e+00
2.031099999999998929e+01,-8.503099999999999881e+00
2.054600000000000293e+01,-8.601800000000000779e+00
2.081700000000000728e+01,-8.712399999999998812e+00
2.120499999999999474e+01,-8.888700000000000045e+00
2.115199999999999747e+01,-8.854900000000000659e+00
2.141500000000000981e+01,-8.969699999999999562e+00
2.171900000000000475e+01,-9.094699999999999562e+00
2.191900000000000404e+01,-9.181000000000000938e+00
2.208599999999999142e+01,-9.251599999999999824e+00
1.825599999999999312e+01,-7.642599999999998950e+00
1.856500000000000838e+01,-7.798799999999999955e+00
1.836600000000000676e+01,-7.709100000000001174e+00
1.865199999999999747e+01,-7.827199999999999491e+00
1.892399999999999949e+01,-7.959500000000000242e+00
1.895100000000000051e+01,-7.940999999999999837e+00
1.924800000000000111e+01,-8.076900000000000190e+00
1.944999999999999929e+01,-8.124199999999998312e+00
1.924600000000000222e+01,-8.068999999999999062e+00
1.957200000000000273e+01,-8.201699999999998880e+00
1.983399999999999253e+01,-8.281100000000000350e+00
1.996900000000000475e+01,-8.361000000000000654e+00
1.712400000000000233e+01,-7.219399999999998485e+00
1.565899999999999181e+01,-6.655799999999999272e+00
1.570499999999999474e+01,-6.677500000000000213e+00
1.581800000000000672e+01,-6.725399999999998712e+00
1.601199999999998980e+01,-6.793400000000000105e+00
1.625299999999999656e+01,-6.888399999999998968e+00
1.645100000000000051e+01,-6.895799999999999486e+00
1.663800000000001234e+01,-7.048099999999999810e+00
1.646199999999998909e+01,-6.963399999999998258e+00
1.665299999999999869e+01,-7.040100000000000691e+00
1.688800000000001234e+01,-7.128999999999999559e+00
1.689900000000000091e+01,-7.130500000000000504e+00
1.720899999999999253e+01,-7.261099999999999000e+00
1.735000000000000142e+01,-7.272100000000000009e+00
1.733699999999998909e+01,-7.307100000000000151e+00
1.341300000000001091e+01,-5.835200000000000387e+00
1.341900000000000581e+01,-5.837200000000001054e+00
1.371400000000000929e+01,-5.941499999999999559e+00
1.372999999999999510e+01,-5.953200000000000713e+00
1.405699999999999328e+01,-6.119399999999998840e+00
1.403699999999998838e+01,-6.059399999999999231e+00
1.420599999999999419e+01,-6.136099999999999000e+00
1.438299999999999201e+01,-6.168600000000000527e+00
1.422799999999999798e+01,-6.148300000000000765e+00
1.444800000000000217e+01,-6.204800000000000537e+00
1.476400000000001000e+01,-6.295599999999998531e+00
1.475399999999999601e+01,-6.324500000000000455e+00
1.499200000000000799e+01,-6.404099999999999682e+00
1.501900000000000546e+01,-6.421199999999998909e+00
