6.380999999999994898e+00,-6.014400000000000190e+00
6.468000000000006189e+00,-5.936000000000001720e+00
6.605999999999994543e+00,-6.007099999999999440e+00
6.235999999999989996e+00,-6.080600000000001337e+00
6.136999999999988908e+00,-6.023099999999999454e+00
6.526999999999998359e+00,-5.990399999999999281e+00
6.120000000000004547e+00,-6.096700000000001118e+00
6.491000000000008541e+00,-6.012500000000000178e+00
6.402999999999996916e+00,-6.036500000000001087e+00
6.320000000000004725e+00,-5.989300000000000068e+00
6.360999999999989996e+00,-6.046499999999999986e+00
6.230999999999994543e+00,-6.053800000000000736e+00
6.136999999999988908e+00,-6.023599999999999177e+00
6.313000000000011269e+00,-6.016900000000001469e+00
5.951999999999998181e+00,-6.178600000000000314e+00
6.088000000000010736e+00,-6.089900000000000091e+00
6.095000000000004192e+00,-6.075100000000000833e+00
5.663000000000010914e+00,-6.080899999999999750e+00
6.025000000000000355e+00,-6.123500000000001720e+00
5.965000000000008740e+00,-6.180899999999999395e+00
5.495000000000004547e+00,-6.252000000000000668e+00
5.371000000000003993e+00,-6.253499999999999837e+00
5.610999999999989996e+00,-6.132699999999999818e+00
5.139000000000010004e+00,-6.270400000000000418e+00
5.465000000000008740e+00,-6.135400000000001519e+00
5.522000000000002906e+00,-6.181499999999999773e+00
5.031999999999993811e+00,-6.327299999999999258e+00
5.357999999999992546e+00,-6.148500000000001187e+00
5.438000000000011269e+00,-6.221600000000000463e+00
5.375000000000000000e+00,-6.195199999999999818e+00
5.335999999999989640e+00,-6.261500000000000732e+00
5.271000000000003460e+00,-6.195099999999999163e+00
5.179999999999995275e+00,-6.278899999999998371e+00
5.461999999999989086e+00,-6.218700000000001005e+00
4.816000000000007830e+00,-6.394599999999999618e+00
4.709999999999991083e+00,-6.398599999999999177e+00
5.269000000000005457e+00,-6.257099999999999440e+00
5.041000000000008363e+00,-6.304100000000000037e+00
5.021000000000003460e+00,-6.377099999999998658e+00
5.172000000000002373e+00,-6.294599999999999973e+00
